Title	mainLabel	metascore
Best Kept Secret	DRAMA	100
Boyhood	DRAMA	100
Moonlight	DRAMA	99
4 Months 3 Weeks and 2 Days	DRAMA	97
Ratatouille	COMEDY	96
Gravity	DRAMA	96
12 Years a Slave	DRAMA	96
Manchester by the Sea	DRAMA	96
Roma	DRAMA	96
Parasite	COMEDY	96
The Hurt Locker	DRAMA	95
WALL·E	ANIMATION	95
The Social Network	DRAMA	95
A Separation	DRAMA	95
Zero Dark Thirty	DRAMA	95
Virunga	WAR	95
I Am Not Your Negro	DOCUMENTARY	95
Portrait of a Lady on Fire	DRAMA	95
The Lord of the Rings: The Return of the King	DRAMA	94
Carlos	DRAMA	94
We Were Here	BIOGRAPHY	94
Amour	DRAMA	94
First Cousin Once Removed	DOCUMENTARY	94
Before Midnight	DRAMA	94
Mr. Turner	DRAMA	94
Inside Out	COMEDY	94
Carol	DRAMA	94
45 Years	DRAMA	94
La La Land	COMEDY	94
Lady Bird	COMEDY	94
Dunkirk	DRAMA	94
Faces Places	DOCUMENTARY	94
Amazing Grace	MUSIC	94
The Irishman	DRAMA	94
Marriage Story	COMEDY	94
There Will Be Blood	DRAMA	93
Sita Sings the Blues	COMEDY	93
Inside Llewyn Davis	COMEDY	93
Spotlight	DRAMA	93
Sherpa	DOCUMENTARY	93
Toni Erdmann	COMEDY	93
Call Me by Your Name	DRAMA	93
The Burial of Kojo	DRAMA	93
Shoplifters	DRAMA	93
The Lord of the Rings: The Fellowship of the Ring	DRAMA	92
The Diving Bell and the Butterfly	DRAMA	92
The Class	DRAMA	92
35 Shots of Rum	DRAMA	92
Toy Story 3	COMEDY	92
Out of the Clear Blue Sky	DOCUMENTARY	92
Leviathan	DRAMA	92
Timbuktu	DRAMA	92
The Look of Silence	BIOGRAPHY	92
Tower	ANIMATION	92
One More Time with Feeling	MUSIC	92
The Florida Project	DRAMA	92
The Rider	DRAMA	92
Let It Fall: Los Angeles 1982-1992	HISTORY	92
Sunday's Illness	DRAMA	92
No Country for Old Men	DRAMA	91
Waltz with Bashir	ANIMATION	91
Nostalgia for the Light	DOCUMENTARY	91
The Gatekeepers	WAR	91
Stories We Tell	DOCUMENTARY	91
The Act of Killing	CRIME	91
Ida	DRAMA	91
Son of Saul	DRAMA	91
Taxi	COMEDY	91
Ex Libris: New York Public Library	DOCUMENTARY	91
Over the Limit	SPORT	91
The Favourite	COMEDY	91
A Bread Factory Part One	COMEDY	91
A Bread Factory Part Two	COMEDY	91
They Shall Not Grow Old	WAR	91
The Souvenir	DRAMA	91
Persepolis	DRAMA	90
A Prophet	DRAMA	90
Winter's Bone	DRAMA	90
My Perestroika	FAMILY	90
This Is Not a Film	DOCUMENTARY	90
The Girls in the Band	BIOGRAPHY	90
It's Such a Beautiful Day	COMEDY	90
Her	DRAMA	90
American Hustle	DRAMA	90
Hard to Be a God	DRAMA	90
Big Men	DOCUMENTARY	90
Gett	DRAMA	90
Mad Max: Fury Road	ADVENTURE	90
The Fits	DRAMA	90
Paths of the Soul	DRAMA	90
I Called Him Morgan	DRAMA	90
Paterson	COMEDY	90
Phantom Thread	DRAMA	90
The Tale	DRAMA	90
Cold War	DRAMA	90
Burning	DRAMA	90
Minding the Gap	DOCUMENTARY	90
System Crasher	DRAMA	90
No End in Sight	WAR	89
Still Walking	DRAMA	89
Goodbye Solo	DRAMA	89
Man on Wire	BIOGRAPHY	89
The Artist	COMEDY	89
The Tale of The Princess Kaguya	DRAMA	89
The Winding Stream	FAMILY	89
Two Days One Night	DRAMA	89
Phoenix	DRAMA	89
The Overnighters	DRAMA	89
National Gallery	DOCUMENTARY	89
Uncertain	COMEDY	89
Western	WESTERN	89
Elle	DRAMA	89
Zama	DRAMA	89
Columbus	DRAMA	89
Eighth Grade	COMEDY	89
Dead Souls	HISTORY	89
The Farewell	COMEDY	89
63 Up	DOCUMENTARY	89
The River and the Wall	ADVENTURE	89
For Sama	WAR	89
Ghost World	COMEDY	88
Once	DRAMA	88
Tulpan	COMEDY	88
Up	COMEDY	88
45365	DOCUMENTARY	88
The King's Speech	DRAMA	88
A Film Unfinished	DRAMA	88
The Arbor	DRAMA	88
Inside Job	CRIME	88
Blue Is the Warmest Colour	DRAMA	88
Dast-neveshtehaa nemisoosand	DRAMA	88
The Grand Budapest Hotel	COMEDY	88
Whiplash	DRAMA	88
Winter Sleep	DRAMA	88
From What Is Before	DRAMA	88
Citizenfour	BIOGRAPHY	88
Democrats	DOCUMENTARY	88
Brooklyn	DRAMA	88
Anomalisa	COMEDY	88
Everything Is Copy	BIOGRAPHY	88
In Transit	NEWS	88
Hell or High Water	DRAMA	88
Things to Come	DRAMA	88
Aquarius	DRAMA	88
Paddington 2	COMEDY	88
The Death of Stalin	COMEDY	88
Three Billboards Outside Ebbing Missouri	COMEDY	88
Quest	MUSIC	88
Foxtrot	DRAMA	88
A Star Is Born	DRAMA	88
Black Panther	ADVENTURE	88
Leave No Trace	DRAMA	88
Shirkers	DOCUMENTARY	88
Long Day's Journey Into Night	DRAMA	88
Apollo 11	HISTORY	88
So Long My Son	DRAMA	88
The Lord of the Rings: The Two Towers	DRAMA	87
Gomorrah	DRAMA	87
About Elly	DRAMA	87
I Travel Because I Have to I Come Back Because I Love You	DRAMA	87
Poetry	DRAMA	87
Uncle Boonmee Who Can Recall His Past Lives	DRAMA	87
The Autobiography of Nicolae Ceausescu	BIOGRAPHY	87
Moneyball	DRAMA	87
The Kid with a Bike	DRAMA	87
Elena	DRAMA	87
Gregory Crewdson: Brief Encounters	DRAMA	87
Particle Fever	DOCUMENTARY	87
Nebraska	COMEDY	87
All Is Lost	DRAMA	87
We Are the Best!	DRAMA	87
The Missing Picture	DOCUMENTARY	87
Force Majeure	COMEDY	87
Life Itself	BIOGRAPHY	87
Birdman or (The Unexpected Virtue of Ignorance)	COMEDY	87
The Duke of Burgundy	DRAMA	87
Of Men and War	WAR	87
The Diary of a Teenage Girl	COMEDY	87
My Golden Days	DRAMA	87
Listen to Me Marlon	BIOGRAPHY	87
Happy Hour	DRAMA	87
Love & Friendship	COMEDY	87
Fire at Sea	DOCUMENTARY	87
Restless Creature: Wendy Whelan	DOCUMENTARY	87
Newtown	HISTORY	87
My Journey Through French Cinema	DOCUMENTARY	87
The Shape of Water	DRAMA	87
En el séptimo día	DRAMA	87
The Farthest	HISTORY	87
Sweet Country	DRAMA	87
Jane	BIOGRAPHY	87
Can You Ever Forgive Me?	COMEDY	87
Spider-Man: Into the Spider-Verse	ANIMATION	87
Happy as Lazzaro	DRAMA	87
If Beale Street Could Talk	DRAMA	87
Bisbee '17	WESTERN	87
Hereditary	DRAMA	87
Genesis	DRAMA	87
Pain and Glory	DRAMA	87
Flight of the Red Balloon	DRAMA	86
Ponyo	COMEDY	86
The Beaches of Agnès	BIOGRAPHY	86
Last Train Home	DRAMA	86
The Kids Are All Right	COMEDY	86
The Tillman Story	MYSTERY	86
Of Gods and Men	DRAMA	86
Cave of Forgotten Dreams	HISTORY	86
The Interrupters	CRIME	86
Lincoln	DRAMA	86
Argo	DRAMA	86
The Master	DRAMA	86
How to Survive a Plague	HISTORY	86
Beasts of the Southern Wild	DRAMA	86
Drug War	DRAMA	86
Barbara	DRAMA	86
Let the Fire Burn	DOCUMENTARY	86
The Great Beauty	DRAMA	86
Stand Clear of the Closing Doors	DRAMA	86
What Now? Remind Me	BIOGRAPHY	86
Manakamana	DOCUMENTARY	86
Last Days in Vietnam	WAR	86
Maidan	DOCUMENTARY	86
Room	DRAMA	86
Dreamcatcher	DRAMA	86
Tangerine	COMEDY	86
Krisha	DRAMA	86
The Red Turtle	ANIMATION	86
Little Men	DRAMA	86
Dawson City: Frozen Time	HISTORY	86
Cameraperson	DOCUMENTARY	86
Baby Driver	DRAMA	86
The Big Sick	COMEDY	86
A Fantastic Woman	DRAMA	86
My Happy Family	DRAMA	86
Strong Island	DOCUMENTARY	86
Loveless	DRAMA	86
Chasing Coral	DOCUMENTARY	86
City of Ghosts	WAR	86
Milla	DRAMA	86
One Cut of the Dead	COMEDY	86
Mission: Impossible - Fallout	ADVENTURE	86
Museo	DRAMA	86
The Wild Pear Tree	DRAMA	86
Diane	DRAMA	86
An Elephant Sitting Still	DRAMA	86
Black Mother	DOCUMENTARY	86
The Wolf House	DRAMA	86
Divine Love	DRAMA	86
Honeyland	DRAMA	86
American Factory	DOCUMENTARY	86
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese	BIOGRAPHY	86
Mulholland Dr.	DRAMA	85
The Bourne Ultimatum	ACTION	85
Knocked Up	COMEDY	85
The Savages	COMEDY	85
Atonement	DRAMA	85
The Edge of Heaven	DRAMA	85
Alexandra	DRAMA	85
Summer Hours	DRAMA	85
City of Life and Death	DRAMA	85
Vincere	DRAMA	85
An Education	DRAMA	85
Lebanon	DRAMA	85
Meek's Cutoff	DRAMA	85
Restrepo	BIOGRAPHY	85
Exit Through the Gift Shop	COMEDY	85
The Tree of Life	DRAMA	85
Harry Potter and the Deathly Hallows: Part 2	DRAMA	85
Tinker Tailor Soldier Spy	DRAMA	85
Take Shelter	DRAMA	85
Paradise Lost 3: Purgatory	CRIME	85
Fruitvale Station	DRAMA	85
Bridegroom	DOCUMENTARY	85
The Past	DRAMA	85
Ilo Ilo	DRAMA	85
The Return to Homs	BIOGRAPHY	85
Princess	DRAMA	85
Song of the Sea	DRAMA	85
Watchers of the Sky	BIOGRAPHY	85
Butterfly Girl	DOCUMENTARY	85
Night Will Fall	WAR	85
Girlhood	DRAMA	85
Tales of the Grim Sleeper	CRIME	85
Amy	MUSIC	85
April and the Extraordinary World	COMEDY	85
The Treasure	COMEDY	85
Kaili Blues	DRAMA	85
Behemoth	DOCUMENTARY	85
My Life as a Zucchini	COMEDY	85
The Ornithologist	DRAMA	85
The Salesman	DRAMA	85
Starless Dreams	DOCUMENTARY	85
Mali Blues	MUSIC	85
Mudbound	DRAMA	85
Get Out	MYSTERY	85
God's Own Country	DRAMA	85
First Reformed	DRAMA	85
I Am Another You	DOCUMENTARY	85
Served Like a Girl	DOCUMENTARY	85
The Departure	DOCUMENTARY	85
Birds of Passage	DRAMA	85
Hale County This Morning This Evening	DOCUMENTARY	85
Support the Girls	COMEDY	85
Ash Is Purest White	DRAMA	85
Tea With the Dames	DOCUMENTARY	85
Won't You Be My Neighbor?	BIOGRAPHY	85
Atlantics	DRAMA	85
The Ground Beneath My Feet	DRAMA	85
One Child Nation	HISTORY	85
Shrek	COMEDY	84
Lagaan: Once Upon a Time in India	DRAMA	84
Before the Devil Knows You're Dead	DRAMA	84
Secret Sunshine	DRAMA	84
In the Shadow of the Moon	HISTORY	84
My Winnipeg	COMEDY	84
Up the Yangtze	DOCUMENTARY	84
The Dark Knight	DRAMA	84
A Christmas Tale	COMEDY	84
Slumdog Millionaire	DRAMA	84
Milk	DRAMA	84
Happy-Go-Lucky	COMEDY	84
Séraphine	DRAMA	84
Momma's Man	COMEDY	84
Ballast	DRAMA	84
Revanche	DRAMA	84
The Cove	CRIME	84
13 Assassins	DRAMA	84
Position Among the Stars	HISTORY	84
The Descendants	COMEDY	84
Oslo August 31st	DRAMA	84
Looper	DRAMA	84
The Waiting Room	DOCUMENTARY	84
Moonrise Kingdom	COMEDY	84
War Witch	DRAMA	84
Holy Motors	DRAMA	84
Museum Hours	DRAMA	84
Snowpiercer	DRAMA	84
The Square	NEWS	84
Stray Dogs	DRAMA	84
Horse Money	DRAMA	84
Frame by Frame	WAR	84
Aferim!	COMEDY	84
Heart of a Dog	DOCUMENTARY	84
The Handmaiden	DRAMA	84
Under the Shadow	DRAMA	84
Kubo and the Two Strings	ANIMATION	84
Graduation	DRAMA	84
Harmonium	DRAMA	84
Weiner	DOCUMENTARY	84
After the Storm	COMEDY	84
Homo Sapiens	DOCUMENTARY	84
Star Wars: Episode VIII - The Last Jedi	ADVENTURE	84
The Other Side of Hope	COMEDY	84
Love After Love	DRAMA	84
You Were Never Really Here	DRAMA	84
The Work	DOCUMENTARY	84
BPM (Beats Per Minute)	DRAMA	84
A Ghost Story	DRAMA	84
Hell on Earth: The Fall of Syria and the Rise of ISIS	DOCUMENTARY	84
First Man	DRAMA	84
Widows	DRAMA	84
In My Room	DRAMA	84
McQueen	BIOGRAPHY	84
On Her Shoulders	BIOGRAPHY	84
Beanpole	DRAMA	84
Booksmart	COMEDY	84
Toy Story 4	COMEDY	84
About Endlessness	DRAMA	84
Synonyms	COMEDY	84
Bait	DRAMA	84
Corpse Bride	DRAMA	83
Sweeney Todd: The Demon Barber of Fleet Street	DRAMA	83
The Secret of the Grain	DRAMA	83
Paranoid Park	DRAMA	83
U2 3D	MUSIC	83
The King of Kong: A Fistful of Quarters	BIOGRAPHY	83
Chop Shop	DRAMA	83
Tyson	SPORT	83
Trouble the Water	DOCUMENTARY	83
Fantastic Mr. Fox	COMEDY	83
Avatar	ADVENTURE	83
A Serious Man	COMEDY	83
Drag Me to Hell	THRILLER	83
Up in the Air	COMEDY	83
In the Loop	COMEDY	83
Hadewijch	DRAMA	83
Crazy Heart	DRAMA	83
Guy and Madeline on a Park Bench	DRAMA	83
Animal Kingdom	DRAMA	83
I Wish I Knew	HISTORY	83
Boxing Gym	DOCUMENTARY	83
Hugo	DRAMA	83
Pina	MUSIC	83
Footnote	COMEDY	83
Project Nim	DOCUMENTARY	83
The Day He Arrives	COMEDY	83
The Flat	DOCUMENTARY	83
La Camioneta: The Journey of One American School Bus	DOCUMENTARY	83
56 Up	DOCUMENTARY	83
The Wind Rises	DRAMA	83
The Selfish Giant	DRAMA	83
Cutie and the Boxer	BIOGRAPHY	83
20 Feet from Stardom	MUSIC	83
Gloria	COMEDY	83
Blackfish	NEWS	83
The Lego Movie	ANIMATION	83
Seymour: An Introduction	MUSIC	83
'71	DRAMA	83
Blind	DRAMA	83
20000 Days on Earth	DRAMA	83
It Follows	MYSTERY	83
Red Army	BIOGRAPHY	83
The Fool	DRAMA	83
The Postman's White Nights	DRAMA	83
The Salt of the Earth	BIOGRAPHY	83
Court	DRAMA	83
De Palma	BIOGRAPHY	83
The Forbidden Room	COMEDY	83
Mustang	DRAMA	83
Ixcanul	DRAMA	83
Cobain: Montage of Heck	ANIMATION	83
The Witch	DRAMA	83
James White	DRAMA	83
Design for Living	COMEDY	83
Everybody Wants Some!!	COMEDY	83
Being 17	DRAMA	83
20th Century Women	COMEDY	83
The Happiest Day in the Life of Olli Maki	DRAMA	83
Don't Think Twice	COMEDY	83
Rat Film	DOCUMENTARY	83
The Woman Who Left	DRAMA	83
13th	CRIME	83
Glory	DRAMA	83
The Future Perfect	DRAMA	83
Custody	DRAMA	83
The Post	DRAMA	83
Who We Are Now	DRAMA	83
The Other Side of Everything	BIOGRAPHY	83
Who Will Write Our History	HISTORY	83
Private Life	COMEDY	83
The Guilty	DRAMA	83
BlacKkKlansman	DRAMA	83
Wobble Palace	COMEDY	83
Free Solo	SPORT	83
Roll Red Roll	CRIME	83
Rosie	DRAMA	83
The Last Black Man in San Francisco	DRAMA	83
Once Upon a Time... in Hollywood	COMEDY	83
The Lighthouse	DRAMA	83
Michael Clayton	DRAMA	82
Eastern Promises	DRAMA	82
Taxi to the Dark Side	CRIME	82
A Walk to Beautiful	DOCUMENTARY	82
Stranded: I've Come from a Plane That Crashed on the Mountains	DOCUMENTARY	82
Frozen River	DRAMA	82
Hunger	DRAMA	82
Sugar	DRAMA	82
Our Beloved Month of August	MUSIC	82
Rachel Getting Married	DRAMA	82
Let the Right One In	DRAMA	82
Dear Zachary: A Letter to a Son About His Father	CRIME	82
Anvil: The Story of Anvil	DRAMA	82
Burma VJ: Reporting from a Closed Country	HISTORY	82
Star Trek	ADVENTURE	82
Ajami	DRAMA	82
The White Ribbon	DRAMA	82
The Maid	COMEDY	82
Mademoiselle Chambon	DRAMA	82
The Illusionist	DRAMA	82
Certified Copy	DRAMA	82
Mysteries of Lisbon	DRAMA	82
Marwencol	BIOGRAPHY	82
Archipelago	DRAMA	82
127 Hours	DRAMA	82
Flamenco Flamenco	MUSIC	82
Le Havre	COMEDY	82
The Deep Blue Sea	DRAMA	82
Once Upon a Time in Anatolia	DRAMA	82
In the Family	DRAMA	82
Monsieur Lazhar	COMEDY	82
Marley	MUSIC	82
Burn	DOCUMENTARY	82
Blancanieves	DRAMA	82
Under African Skies	BIOGRAPHY	82
A Hijacking	DRAMA	82
Frances Ha	COMEDY	82
Viola	DRAMA	82
Captain Phillips	DRAMA	82
The Spectacular Now	COMEDY	82
These Birds Walk	DRAMA	82
Short Term 12	DRAMA	82
Stranger by the Lake	DRAMA	82
Levitated Mass	BIOGRAPHY	82
Approaching the Elephant	DOCUMENTARY	82
Love Is Strange	DRAMA	82
The Life and Mind of Mark DeFriest	ANIMATION	82
Steve Jobs	DRAMA	82
Creed	DRAMA	82
Sicario	DRAMA	82
The End of the Tour	DRAMA	82
The Lobster	COMEDY	82
The Second Mother	COMEDY	82
Embrace of the Serpent	DRAMA	82
The Love Witch	COMEDY	82
Window Horses	DRAMA	82
Sieranevada	COMEDY	82
Certain Women	DRAMA	82
Neruda	DRAMA	82
Heal the Living	DRAMA	82
Nuts!	ANIMATION	82
A Stray	DRAMA	82
The Girl Without Hands	DRAMA	82
War for the Planet of the Apes	DRAMA	82
Marjorie Prime	DRAMA	82
Life and Nothing More	DRAMA	82
Mountain	DOCUMENTARY	82
Araby	DRAMA	82
Our Time Will Come	DRAMA	82
Ava	DRAMA	82
Cuba and the Cameraman	DOCUMENTARY	82
Isle of Dogs	COMEDY	82
A Quiet Place	DRAMA	82
Transit	DRAMA	82
The Serengeti Rules	BIOGRAPHY	82
Carmine Street Guitars	MUSIC	82
We the Animals	DRAMA	82
Pandas	DOCUMENTARY	82
Relaxer	COMEDY	82
John McEnroe: In the Realm of Perfection	SPORT	82
The Waldheim Waltz	HISTORY	82
Penguin Highway	ANIMATION	82
Mercury 13	DOCUMENTARY	82
Wrestle	SPORT	82
Maiden	SPORT	82
Bacurau	ADVENTURE	82
Give Me Liberty	COMEDY	82
Sorry We Missed You	DRAMA	82
The Climb	COMEDY	82
Knives Out	COMEDY	82
Toni Morrison: The Pieces I Am	DOCUMENTARY	82
Hot Fuzz	COMEDY	81
Hairspray	COMEDY	81
You the Living	COMEDY	81
Juno	COMEDY	81
Katyn	DRAMA	81
Pete Seeger: The Power of Song	MUSIC	81
Chris & Don. A Love Story	ROMANCE	81
Il Divo	DRAMA	81
The Headless Woman	DRAMA	81
Of Time and the City	BIOGRAPHY	81
The Secret of Kells	ANIMATION	81
Bright Star	DRAMA	81
White Material	DRAMA	81
District 9	ACTION	81
The Damned United	DRAMA	81
Fish Tank	DRAMA	81
Police Adjective	DRAMA	81
Blue Valentine	DRAMA	81
Red White & Blue	DRAMA	81
Tuesday After Christmas	DRAMA	81
Beginners	COMEDY	81
Waiting for 'Superman'	DOCUMENTARY	81
Thunder Soul	MUSIC	81
My Joy	DRAMA	81
Play	DRAMA	81
Wrinkles	DRAMA	81
Midnight in Paris	COMEDY	81
Weekend	DRAMA	81
The Trouble with the Truth	DRAMA	81
Hell and Back Again	ACTION	81
Silver Linings Playbook	COMEDY	81
Skyfall	ADVENTURE	81
Ai Weiwei: Never Sorry	DOCUMENTARY	81
Django Unchained	DRAMA	81
Tchoupitoulas	DOCUMENTARY	81
No	DRAMA	81
Sister	DRAMA	81
Gimme the Loot	COMEDY	81
Wadjda	COMEDY	81
Leviathan	DOCUMENTARY	81
Elena	DRAMA	81
The World's End	COMEDY	81
Upstream Color	DRAMA	81
Elaine Stritch: Shoot Me	DOCUMENTARY	81
Starred Up	DRAMA	81
Closed Curtain	DRAMA	81
Locke	DRAMA	81
Norte the End of History	DRAMA	81
At Berkeley	DOCUMENTARY	81
The Empty Hours	DRAMA	81
Selma	DRAMA	81
Foxcatcher	DRAMA	81
Inherent Vice	COMEDY	81
A Pigeon Sat on a Branch Reflecting on Existence	COMEDY	81
A Girl Walks Home Alone at Night	DRAMA	81
Top Five	COMEDY	81
Goodnight Mommy	MYSTERY	81
Eden	DRAMA	81
Coming Home	DRAMA	81
Two Step	DRAMA	81
Top Spin	DOCUMENTARY	81
The Big Short	COMEDY	81
Racing Extinction	NEWS	81
Shaun the Sheep Movie	COMEDY	81
Blood of My Blood	DRAMA	81
Twinsters	FAMILY	81
Closet Monster	DRAMA	81
Bridge of Spies	DRAMA	81
Experimenter	DRAMA	81
Truman	COMEDY	81
A War	DRAMA	81
TransFatty Lives	BIOGRAPHY	81
Arabian Nights: Volume 2 - The Desolate One	DRAMA	81
Right Now Wrong Then	DRAMA	81
No Home Movie	DOCUMENTARY	81
In Jackson Heights	DOCUMENTARY	81
Under the Sun	DOCUMENTARY	81
Jackie	DRAMA	81
Arrival	DRAMA	81
Best Worst Thing That Ever Could Have Happened...	DOCUMENTARY	81
Moana	COMEDY	81
White Sun	DRAMA	81
Hunt for the Wilderpeople	COMEDY	81
Chicken People	COMEDY	81
Raw	DRAMA	81
Justin Timberlake + the Tennessee Kids	MUSIC	81
The Levelling	DRAMA	81
The Wailing	MYSTERY	81
Disturbing the Peace	DOCUMENTARY	81
Blade Runner 2049	DRAMA	81
Coco	ANIMATION	81
Angkor Awakens: A Portrait of Cambodia	DOCUMENTARY	81
Western	DRAMA	81
Step	DOCUMENTARY	81
Summer 1993	DRAMA	81
Dolores	BIOGRAPHY	81
The Guardians	DRAMA	81
Menashe	DRAMA	81
A River Below	DOCUMENTARY	81
Revenge	ACTION	81
12 Days	DOCUMENTARY	81
The Dawn Wall	SPORT	81
United Skates	DOCUMENTARY	81
The Hate U Give	DRAMA	81
Loveling	COMEDY	81
Ray & Liz	DRAMA	81
Shadow	DRAMA	81
Mirai	DRAMA	81
Mandy	ACTION	81
Woman at War	COMEDY	81
In Fabric	COMEDY	81
Three Identical Strangers	DRAMA	81
The Chambermaid	DRAMA	81
I Do Not Care If We Go Down in History as Barbarians	COMEDY	81
Ford v Ferrari	DRAMA	81
The Edge of Democracy	HISTORY	81
Invisible Life	DRAMA	81
Us	MYSTERY	81
Minority Report	ACTION	80
The Simpsons Movie	COMEDY	80
The Band's Visit	COMEDY	80
Encounters at the End of the World	DOCUMENTARY	80
Frost/Nixon	DRAMA	80
Tokyo Sonata	DRAMA	80
Everlasting Moments	DRAMA	80
The Wrestler	DRAMA	80
Bigger Stronger Faster*	SPORT	80
Wendy and Lucy	DRAMA	80
Lorna's Silence	DRAMA	80
Food Inc.	NEWS	80
Coraline	DRAMA	80
My Dog Tulip	DRAMA	80
The Secret in Their Eyes	DRAMA	80
The King of Escape	COMEDY	80
Sweetgrass	WESTERN	80
Incendies	DRAMA	80
True Grit	DRAMA	80
Another Year	COMEDY	80
The Secret World of Arrietty	ANIMATION	80
Le Quattro Volte	DRAMA	80
The Turin Horse	DRAMA	80
The Mill and the Cross	DRAMA	80
Melancholia	DRAMA	80
Goodbye First Love	DRAMA	80
I Wish	DRAMA	80
Berberian Sound Studio	DRAMA	80
Resolution	MYSTERY	80
Room 237	DOCUMENTARY	80
Call Me Kuchu	DRAMA	80
What Richard Did	DRAMA	80
The Queen of Versailles	DOCUMENTARY	80
West of Memphis	CRIME	80
Dallas Buyers Club	DRAMA	80
When I Walk	DOCUMENTARY	80
Il Futuro	DRAMA	80
The Last of the Unjust	HISTORY	80
Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington	DRAMA	80
Story of My Death	DRAMA	80
Boy and the World	ANIMATION	80
Love & Mercy	DRAMA	80
As the Palaces Burn	MUSIC	80
White God	DRAMA	80
Theeb	DRAMA	80
Concerning Violence	DRAMA	80
She's Beautiful When She's Angry	HISTORY	80
We Come as Friends	DOCUMENTARY	80
Pervert Park	CRIME	80
Iris	BIOGRAPHY	80
Star Wars: Episode VII - The Force Awakens	ADVENTURE	80
The Survivalist	DRAMA	80
Arabian Nights: Volume 1 - The Restless One	DRAMA	80
Finders Keepers	DOCUMENTARY	80
The Assassin	DRAMA	80
The Martian	DRAMA	80
The Hard Stop	ACTION	80
Going Clear: Scientology & the Prison of Belief	DOCUMENTARY	80
The Pearl Button	DOCUMENTARY	80
Arabian Nights: Volume 3 - The Enchanted One	DRAMA	80
Neon Bull	DRAMA	80
Demon	DRAMA	80
The Citizen	DRAMA	80
Gleason	DOCUMENTARY	80
Off the Rails	DOCUMENTARY	80
Indivisible	DRAMA	80
Peter and the Farm	DOCUMENTARY	80
California Typewriter	DOCUMENTARY	80
Hotel Salvation	COMEDY	80
Unrest	DRAMA	80
The Endless	SCI_FI	80
Good Time	DRAMA	80
Lean on Pete	DRAMA	80
Lucky	COMEDY	80
Claire's Camera	DRAMA	80
The Force	DOCUMENTARY	80
Trophy	DOCUMENTARY	80
The Wound	DRAMA	80
Last Men in Aleppo	WAR	80
On the Beach at Night Alone	DRAMA	80
